method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
lof,27.77777777777778,61.111111111111114,89.34426229508196,78.37251609291911,1.0,85.96059083938599
scs_symmin,0.0,2.083333333333333,7.6923076923076925,99.83207388748951,0.04,99.81527093332261
scs_indep,0.0,0.0,0.0,99.99999999999999,0.01,100.0
if,19.444444444444446,15.277777777777779,72.89719626168224,97.43038063252169,1.0,94.76600997149944
ocsvm,0.0,56.25,95.57739557739558,92.55877413937867,1.0,52.09359526634216
dbscan,0.0,100.0,97.78325123152709,50.0,14.0,2.216750383377075
dbscan_tunned,100.0,0.0,0.0,50.0,0.0,97.78325129300356
dbscan_tunned_elbow,0.0,0.0,0.0,100.0,0.0,100.0
dbscan_adaptive,100.0,0.0,0.0,50.0,0.0,97.78325129300356
dbscan_adaptive_elbow,0.0,0.0,0.0,100.0,0.0,100.0
kmeans,100.0,15.277777777777779,100.0,26.448362720403022,6.24,82.26601034402847
gmm,0.0,100.0,97.78325123152709,50.0,14.0,2.216750383377075
kde,100.0,0.0,0.0,99.52945703890289,1.0,97.78325129300356
affprop,0.0,79.16666666666666,97.1875,100.0,0.73,23.39901328086853
