method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auroc,class_size_pred_error,tail_pred_acc
scs_symmin,14.285714285714285,0.0,0.0,86.22553315804848,0.33,99.9659979599528
scs_indep,14.285714285714285,0.0,0.0,85.95773687798227,0.55,99.9659979599528
lof,0.0,45.0,98.41628959276018,99.95617879053462,1.0,85.20911186933517
if,0.0,5.0,74.07407407407408,99.93183367416496,1.0,99.31995919905603
ocsvm,0.0,45.83333333333333,99.52380952380952,95.37442788976531,1.0,50.25501549243927
dbscan,0.0,100.0,99.76198571914315,50.0,11.0,0.23801326751708984
dbscan_adaptive,100.0,0.0,0.0,50.0,4.83,99.76198570802808
dbscan_adaptive_elbow,42.857142857142854,0.0,0.0,74.41571720712824,4.83,99.8979938798584
kmeans,85.71428571428571,46.666666666666664,99.93399339933994,29.956665692862007,4.2,48.31690192222595
gmm,0.0,100.0,99.76198571914315,50.0,11.0,0.23801326751708984
kde,14.285714285714285,9.166666666666666,94.11764705882352,97.94527217840101,1.0,96.70180194079876
affprop,42.857142857142854,13.333333333333334,99.05660377358491,73.4565196221638,0.94,85.61713695526123
